"st","year","series","value"
"AL",2005,"unrate",4.5
"AL",2006,"unrate",4
"AL",2007,"unrate",4
"AL",2008,"unrate",5.9
"AL",2009,"unrate",10.1
"AL",2010,"unrate",10.4
"AL",2011,"unrate",9.6
"AL",2012,"unrate",8.2
"AL",2013,"unrate",7.3
"AL",2014,"unrate",6.7
"AL",2015,"unrate",6.1
"AL",2016,"unrate",5.9
"AL",2017,"unrate",4.5
"AL",2018,"unrate",3.9
"AL",2019,"unrate",3.2
"AL",2020,"unrate",6.5
"AL",2021,"unrate",3.5
"AK",2005,"unrate",6.9
"AK",2006,"unrate",6.6
"AK",2007,"unrate",6.3
"AK",2008,"unrate",6.5
"AK",2009,"unrate",8
"AK",2010,"unrate",8.1
"AK",2011,"unrate",7.7
"AK",2012,"unrate",7.3
"AK",2013,"unrate",7
"AK",2014,"unrate",6.7
"AK",2015,"unrate",6.3
"AK",2016,"unrate",6.6
"AK",2017,"unrate",6.5
"AK",2018,"unrate",6
"AK",2019,"unrate",5.5
"AK",2020,"unrate",8.3
"AK",2021,"unrate",6.4
"AZ",2005,"unrate",4.7
"AZ",2006,"unrate",4.3
"AZ",2007,"unrate",3.8
"AZ",2008,"unrate",5.8
"AZ",2009,"unrate",9.7
"AZ",2010,"unrate",10.3
"AZ",2011,"unrate",9.4
"AZ",2012,"unrate",8.4
"AZ",2013,"unrate",7.8
"AZ",2014,"unrate",6.8
"AZ",2015,"unrate",6.1
"AZ",2016,"unrate",5.5
"AZ",2017,"unrate",5
"AZ",2018,"unrate",4.8
"AZ",2019,"unrate",4.9
"AZ",2020,"unrate",7.7
"AZ",2021,"unrate",5
"AR",2005,"unrate",5.3
"AR",2006,"unrate",5.3
"AR",2007,"unrate",5.4
"AR",2008,"unrate",5.4
"AR",2009,"unrate",7.7
"AR",2010,"unrate",7.9
"AR",2011,"unrate",7.9
"AR",2012,"unrate",7.3
"AR",2013,"unrate",7
"AR",2014,"unrate",5.9
"AR",2015,"unrate",5
"AR",2016,"unrate",4
"AR",2017,"unrate",3.7
"AR",2018,"unrate",3.6
"AR",2019,"unrate",3.5
"AR",2020,"unrate",6.1
"AR",2021,"unrate",4.1
"CA",2005,"unrate",5.4
"CA",2006,"unrate",4.9
"CA",2007,"unrate",5.3
"CA",2008,"unrate",7.3
"CA",2009,"unrate",11.5
"CA",2010,"unrate",12.5
"CA",2011,"unrate",11.9
"CA",2012,"unrate",10.5
"CA",2013,"unrate",9
"CA",2014,"unrate",7.6
"CA",2015,"unrate",6.2
"CA",2016,"unrate",5.5
"CA",2017,"unrate",4.8
"CA",2018,"unrate",4.3
"CA",2019,"unrate",4.1
"CA",2020,"unrate",10.3
"CA",2021,"unrate",7.4
"CO",2005,"unrate",5.1
"CO",2006,"unrate",4.3
"CO",2007,"unrate",3.7
"CO",2008,"unrate",4.9
"CO",2009,"unrate",7.9
"CO",2010,"unrate",9.1
"CO",2011,"unrate",8.7
"CO",2012,"unrate",8
"CO",2013,"unrate",6.8
"CO",2014,"unrate",5
"CO",2015,"unrate",3.7
"CO",2016,"unrate",3.1
"CO",2017,"unrate",2.6
"CO",2018,"unrate",3
"CO",2019,"unrate",2.6
"CO",2020,"unrate",6.9
"CO",2021,"unrate",5.4
"CT",2005,"unrate",4.8
"CT",2006,"unrate",4.4
"CT",2007,"unrate",4.5
"CT",2008,"unrate",5.7
"CT",2009,"unrate",8.3
"CT",2010,"unrate",9.6
"CT",2011,"unrate",9
"CT",2012,"unrate",8.4
"CT",2013,"unrate",8
"CT",2014,"unrate",6.6
"CT",2015,"unrate",5.6
"CT",2016,"unrate",4.9
"CT",2017,"unrate",4.4
"CT",2018,"unrate",3.9
"CT",2019,"unrate",3.5
"CT",2020,"unrate",7.8
"CT",2021,"unrate",6.3
"DE",2005,"unrate",4.5
"DE",2006,"unrate",3.9
"DE",2007,"unrate",3.6
"DE",2008,"unrate",5
"DE",2009,"unrate",8.3
"DE",2010,"unrate",8.7
"DE",2011,"unrate",7.6
"DE",2012,"unrate",7.1
"DE",2013,"unrate",6.6
"DE",2014,"unrate",5.6
"DE",2015,"unrate",4.8
"DE",2016,"unrate",4.5
"DE",2017,"unrate",4.5
"DE",2018,"unrate",3.8
"DE",2019,"unrate",3.7
"DE",2020,"unrate",7.6
"DE",2021,"unrate",5.4
"FL",2005,"unrate",2.9
"FL",2006,"unrate",2.5
"FL",2007,"unrate",3.3
"FL",2008,"unrate",5.7
"FL",2009,"unrate",9.6
"FL",2010,"unrate",10.8
"FL",2011,"unrate",10
"FL",2012,"unrate",8.7
"FL",2013,"unrate",7.5
"FL",2014,"unrate",6.4
"FL",2015,"unrate",5.5
"FL",2016,"unrate",4.9
"FL",2017,"unrate",4.3
"FL",2018,"unrate",3.7
"FL",2019,"unrate",3.2
"FL",2020,"unrate",8.3
"FL",2021,"unrate",4.6
"GA",2005,"unrate",5.7
"GA",2006,"unrate",5.1
"GA",2007,"unrate",4.9
"GA",2008,"unrate",6.8
"GA",2009,"unrate",10.4
"GA",2010,"unrate",10.7
"GA",2011,"unrate",10.2
"GA",2012,"unrate",9
"GA",2013,"unrate",8.1
"GA",2014,"unrate",7.1
"GA",2015,"unrate",6.1
"GA",2016,"unrate",5.5
"GA",2017,"unrate",4.8
"GA",2018,"unrate",4
"GA",2019,"unrate",3.6
"GA",2020,"unrate",6.5
"GA",2021,"unrate",3.9
"HI",2005,"unrate",2.8
"HI",2006,"unrate",2.6
"HI",2007,"unrate",2.7
"HI",2008,"unrate",4
"HI",2009,"unrate",6.7
"HI",2010,"unrate",6.8
"HI",2011,"unrate",6.8
"HI",2012,"unrate",5.9
"HI",2013,"unrate",4.8
"HI",2014,"unrate",4.2
"HI",2015,"unrate",3.4
"HI",2016,"unrate",2.9
"HI",2017,"unrate",2.2
"HI",2018,"unrate",2.4
"HI",2019,"unrate",2.4
"HI",2020,"unrate",12
"HI",2021,"unrate",5.8
"ID",2005,"unrate",4
"ID",2006,"unrate",3.4
"ID",2007,"unrate",3
"ID",2008,"unrate",5
"ID",2009,"unrate",8.7
"ID",2010,"unrate",8.8
"ID",2011,"unrate",8.2
"ID",2012,"unrate",7.4
"ID",2013,"unrate",6.8
"ID",2014,"unrate",4.4
"ID",2015,"unrate",3.9
"ID",2016,"unrate",3.7
"ID",2017,"unrate",3.2
"ID",2018,"unrate",2.9
"ID",2019,"unrate",3
"ID",2020,"unrate",5.5
"ID",2021,"unrate",3.6
"IL",2005,"unrate",5.7
"IL",2006,"unrate",4.6
"IL",2007,"unrate",5.1
"IL",2008,"unrate",6.5
"IL",2009,"unrate",10.2
"IL",2010,"unrate",10.5
"IL",2011,"unrate",9.8
"IL",2012,"unrate",9.1
"IL",2013,"unrate",9.1
"IL",2014,"unrate",7.2
"IL",2015,"unrate",6
"IL",2016,"unrate",5.9
"IL",2017,"unrate",5
"IL",2018,"unrate",4.4
"IL",2019,"unrate",3.9
"IL",2020,"unrate",9.2
"IL",2021,"unrate",6.1
"IN",2005,"unrate",5.4
"IN",2006,"unrate",5
"IN",2007,"unrate",4.6
"IN",2008,"unrate",5.9
"IN",2009,"unrate",10.4
"IN",2010,"unrate",10.1
"IN",2011,"unrate",8.9
"IN",2012,"unrate",8.2
"IN",2013,"unrate",7.5
"IN",2014,"unrate",6
"IN",2015,"unrate",4.8
"IN",2016,"unrate",4.4
"IN",2017,"unrate",3.5
"IN",2018,"unrate",3.4
"IN",2019,"unrate",3.3
"IN",2020,"unrate",7.3
"IN",2021,"unrate",3.6
"IA",2005,"unrate",4.3
"IA",2006,"unrate",3.7
"IA",2007,"unrate",3.7
"IA",2008,"unrate",4.2
"IA",2009,"unrate",6.4
"IA",2010,"unrate",6.1
"IA",2011,"unrate",5.7
"IA",2012,"unrate",5.1
"IA",2013,"unrate",4.7
"IA",2014,"unrate",4.2
"IA",2015,"unrate",3.7
"IA",2016,"unrate",3.6
"IA",2017,"unrate",3.1
"IA",2018,"unrate",2.5
"IA",2019,"unrate",2.6
"IA",2020,"unrate",5.2
"IA",2021,"unrate",4.3
"KS",2005,"unrate",5.1
"KS",2006,"unrate",4.4
"KS",2007,"unrate",4.2
"KS",2008,"unrate",4.6
"KS",2009,"unrate",6.9
"KS",2010,"unrate",6.9
"KS",2011,"unrate",6.4
"KS",2012,"unrate",5.7
"KS",2013,"unrate",5.3
"KS",2014,"unrate",4.5
"KS",2015,"unrate",4.2
"KS",2016,"unrate",4
"KS",2017,"unrate",3.6
"KS",2018,"unrate",3.3
"KS",2019,"unrate",3.1
"KS",2020,"unrate",5.7
"KS",2021,"unrate",3.3
"KY",2005,"unrate",5.9
"KY",2006,"unrate",5.7
"KY",2007,"unrate",5.4
"KY",2008,"unrate",6.5
"KY",2009,"unrate",10.8
"KY",2010,"unrate",10.3
"KY",2011,"unrate",9.4
"KY",2012,"unrate",8.2
"KY",2013,"unrate",7.9
"KY",2014,"unrate",6.4
"KY",2015,"unrate",5.2
"KY",2016,"unrate",5
"KY",2017,"unrate",4.8
"KY",2018,"unrate",4.2
"KY",2019,"unrate",4.1
"KY",2020,"unrate",6.4
"KY",2021,"unrate",4.7
"LA",2005,"unrate",7.1
"LA",2006,"unrate",4.1
"LA",2007,"unrate",4.1
"LA",2008,"unrate",4.7
"LA",2009,"unrate",6.8
"LA",2010,"unrate",7.5
"LA",2011,"unrate",7.4
"LA",2012,"unrate",6.8
"LA",2013,"unrate",6.4
"LA",2014,"unrate",6.3
"LA",2015,"unrate",6.3
"LA",2016,"unrate",6.1
"LA",2017,"unrate",5.1
"LA",2018,"unrate",4.8
"LA",2019,"unrate",4.6
"LA",2020,"unrate",8.8
"LA",2021,"unrate",5.5
"ME",2005,"unrate",4.9
"ME",2006,"unrate",4.7
"ME",2007,"unrate",4.7
"ME",2008,"unrate",5.4
"ME",2009,"unrate",8.4
"ME",2010,"unrate",8.4
"ME",2011,"unrate",7.7
"ME",2012,"unrate",7.2
"ME",2013,"unrate",6.7
"ME",2014,"unrate",5.6
"ME",2015,"unrate",4.4
"ME",2016,"unrate",3.8
"ME",2017,"unrate",3.4
"ME",2018,"unrate",3.1
"ME",2019,"unrate",2.8
"ME",2020,"unrate",5.1
"ME",2021,"unrate",4.6
"MD",2005,"unrate",4.5
"MD",2006,"unrate",4.2
"MD",2007,"unrate",3.7
"MD",2008,"unrate",4.5
"MD",2009,"unrate",7.6
"MD",2010,"unrate",7.8
"MD",2011,"unrate",7.3
"MD",2012,"unrate",6.9
"MD",2013,"unrate",6.5
"MD",2014,"unrate",5.7
"MD",2015,"unrate",5
"MD",2016,"unrate",4.3
"MD",2017,"unrate",4
"MD",2018,"unrate",3.7
"MD",2019,"unrate",3.4
"MD",2020,"unrate",6.7
"MD",2021,"unrate",5.8
"MA",2005,"unrate",4.8
"MA",2006,"unrate",4.7
"MA",2007,"unrate",4.5
"MA",2008,"unrate",5.3
"MA",2009,"unrate",8.1
"MA",2010,"unrate",8.1
"MA",2011,"unrate",7.2
"MA",2012,"unrate",6.7
"MA",2013,"unrate",6.6
"MA",2014,"unrate",5.7
"MA",2015,"unrate",4.8
"MA",2016,"unrate",4
"MA",2017,"unrate",3.8
"MA",2018,"unrate",3.5
"MA",2019,"unrate",3.1
"MA",2020,"unrate",9.5
"MA",2021,"unrate",5.8
"MI",2005,"unrate",6.8
"MI",2006,"unrate",7
"MI",2007,"unrate",7.1
"MI",2008,"unrate",8.2
"MI",2009,"unrate",13.1
"MI",2010,"unrate",12.2
"MI",2011,"unrate",10
"MI",2012,"unrate",9.1
"MI",2013,"unrate",8.7
"MI",2014,"unrate",7.2
"MI",2015,"unrate",5.4
"MI",2016,"unrate",5
"MI",2017,"unrate",4.6
"MI",2018,"unrate",4.2
"MI",2019,"unrate",4.1
"MI",2020,"unrate",10.1
"MI",2021,"unrate",5.9
"MN",2005,"unrate",4.1
"MN",2006,"unrate",4.1
"MN",2007,"unrate",4.6
"MN",2008,"unrate",5.4
"MN",2009,"unrate",7.9
"MN",2010,"unrate",7.4
"MN",2011,"unrate",6.5
"MN",2012,"unrate",5.7
"MN",2013,"unrate",5
"MN",2014,"unrate",4.3
"MN",2015,"unrate",3.8
"MN",2016,"unrate",3.9
"MN",2017,"unrate",3.5
"MN",2018,"unrate",3.1
"MN",2019,"unrate",3.4
"MN",2020,"unrate",6.4
"MN",2021,"unrate",3.4
"MS",2005,"unrate",7.6
"MS",2006,"unrate",6.4
"MS",2007,"unrate",6.2
"MS",2008,"unrate",6.7
"MS",2009,"unrate",9.4
"MS",2010,"unrate",10.1
"MS",2011,"unrate",9.8
"MS",2012,"unrate",8.8
"MS",2013,"unrate",8.5
"MS",2014,"unrate",7.6
"MS",2015,"unrate",6.5
"MS",2016,"unrate",6
"MS",2017,"unrate",5.2
"MS",2018,"unrate",5
"MS",2019,"unrate",5.4
"MS",2020,"unrate",8
"MS",2021,"unrate",5.6
"MO",2005,"unrate",5.4
"MO",2006,"unrate",4.9
"MO",2007,"unrate",5.1
"MO",2008,"unrate",6.2
"MO",2009,"unrate",9
"MO",2010,"unrate",9.5
"MO",2011,"unrate",8.6
"MO",2012,"unrate",7.2
"MO",2013,"unrate",6.8
"MO",2014,"unrate",6.2
"MO",2015,"unrate",5.1
"MO",2016,"unrate",4.6
"MO",2017,"unrate",3.7
"MO",2018,"unrate",3.2
"MO",2019,"unrate",3.1
"MO",2020,"unrate",6.1
"MO",2021,"unrate",4.4
"MT",2005,"unrate",4.1
"MT",2006,"unrate",3.3
"MT",2007,"unrate",3.4
"MT",2008,"unrate",4.7
"MT",2009,"unrate",7.1
"MT",2010,"unrate",7.2
"MT",2011,"unrate",6.6
"MT",2012,"unrate",5.8
"MT",2013,"unrate",5.3
"MT",2014,"unrate",4.7
"MT",2015,"unrate",4.3
"MT",2016,"unrate",4.3
"MT",2017,"unrate",4.1
"MT",2018,"unrate",3.8
"MT",2019,"unrate",3.6
"MT",2020,"unrate",5.8
"MT",2021,"unrate",3.4
"NE",2005,"unrate",3.8
"NE",2006,"unrate",3
